Ticket Number,License Plate Number,License Plate State,License Plate Type,Ticket Make,Issue Date,Violation Location,Violation Code,Violation Description,Badge,Unit,Ticket Queue,Hearing Dispo,Latitude,Longitude,Ward,Violation Street
59659433,3598TX,IL,TXI,FORD,2011-05-25 06:19:00,6917 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006609999999995,-87.680718,49,N RIDGE
59997848,6799TX,IL,TXI,FORD,2011-07-25 07:20:00,6726 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,42.004841,-87.680049,50,N RIDGE
60029334,5076TX,IL,TXI,FORD,2011-08-16 06:16:00,7334 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Liable,42.015013,-87.68410300000001,49,N RIDGE
60032036,1199TX,IL,TXI,FORD,2011-09-28 07:35:00,733 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,41.983621,-87.66006800000001,48,N RIDGE
60367787,5429TX,IL,TXI,FORD,2011-10-04 06:26:00,7330 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.014896,-87.684011,49,N RIDGE
60667552,6948TX,IL,TXI,FORD,2012-02-21 06:26:00,7206 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.012409999999996,-87.683184,49,N RIDGE
61855771,6654TX,IL,TXI,TOYT,2012-09-20 06:24:00,7001 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.008959999999995,-87.68189,49,N RIDGE
61981924,2858TX,IL,TXI,MERC,2012-11-01 18:25:00,6841 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Notice,Did Not Challenge,42.005732,-87.680301,49,N RIDGE
63314815,5318TX,IL,TXI,TOYT,2013-06-15 07:35:00,6062 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",6389,24,Paid,Liable,41.992077,-87.674835,40,N RIDGE
63314825,29621TX,IL,TXI,DODG,2013-06-24 11:17:00,6049 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",4389,24,Paid,Did Not Challenge,41.991374,-87.67333199999999,40,N RIDGE
64268106,2269TX,IL,TXI,FORD,2014-03-20 06:05:00,6500 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,41.999869,-87.67779399999999,50,N RIDGE
65067888,4660TX,IL,TXI,TOYT,2014-07-20 10:21:00,7255 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",19399,24,Notice,Did Not Challenge,42.013284999999996,-87.68328699999999,49,N RIDGE
65295136,1862TX,IL,TXI,FORD,2014-10-01 08:10:00,7312 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17338,24,Paid,Liable,42.014368,-87.683872,49,N RIDGE
56812263,5715TX,IL,TXI,FORD,2009-04-17 04:56:00,6902 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",11844,024,Paid,Did Not Challenge,42.00643,-87.680814,50,N RIDGE
57373869,25295TX,IL,TXI,FORD,2009-09-02 07:40:00,6827 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",4301,24,Notice,Did Not Challenge,42.005557,-87.68024100000001,49,N RIDGE
57169021,5956TX,IL,TXI,FORD,2009-06-19 07:50:00,6941 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",6124,24,Notice,Did Not Challenge,42.006833,-87.68081600000001,49,N RIDGE
57726584,1156TX,IL,TXI,FORD,2010-02-04 06:15:00,6313 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,DOR Withdraw,41.995926000000004,-87.675801,40,N RIDGE
58053291,5349TX,IL,TXI,FORD,2010-03-02 07:55:00,6951 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",13495,24,Paid,Did Not Challenge,42.006926,-87.680848,49,N RIDGE
59199051,5425TX,IL,TXI,FORD,2010-03-19 06:15:00,6309 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.995808000000004,-87.675718,40,N RIDGE
58344680,332TX,IL,TXI,FORD,2010-06-10 07:05:00,7500 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.01787,-87.684524,49,N RIDGE
58344688,6152TX,IL,TXI,FORD,2010-06-10 07:15:00,6312 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,41.995876,-87.675942,40,N RIDGE
58682197,5186TX,IL,TXI,FORD,2010-08-30 12:30:00,7255 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.013284999999996,-87.68328699999999,49,N RIDGE
58682388,1841TX,IL,TXI,FORD,2010-09-06 07:50:00,7538 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,Not Liable,42.018436,-87.684588,49,N RIDGE
58841465,5419TX,IL,TXI,DODG,2010-09-22 06:40:00,7241 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.013040000000004,-87.683223,49,N RIDGE
58842117,6285TX,IL,TXI,FORD,2010-09-23 06:30:00,6972 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.007083,-87.68106,50,N RIDGE
58845088,6641TX,IL,TXI,DODG,2010-11-24 00:05:00,6312 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",11024,24,Paid,Did Not Challenge,41.995876,-87.675942,40,N RIDGE
59012041,3981TX,IL,TXI,FORD,2010-12-29 06:29:00,7204 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.012375,-87.683176,49,N RIDGE
58967358,5425TX,IL,TXI,FORD,2010-11-29 06:15:00,6359 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.997262,-87.67639399999999,40,N RIDGE
59707491,6827TX,IL,TXI,FORD,2011-05-24 06:23:00,6912 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.006523,-87.680846,50,N RIDGE
60005119,3569TX,IL,TXI,FORD,2011-08-02 12:20:00,6458 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.999057,-87.677355,50,N RIDGE
60457001,3157TX,IL,TXI,FORD,2011-12-07 06:20:00,6831 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.005607,-87.680258,49,N RIDGE
61917691,1062TX,IL,TXI,FORD,2012-10-01 06:24:00,6825 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.005531,-87.68023199999999,49,N RIDGE
61982902,6160TX,IL,TXI,TOYT,2012-10-25 06:45:00,6044 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Paid,Did Not Challenge,41.991374,-87.67333199999999,40,N RIDGE
62925524,88TX,IL,TXI,TOYT,2013-04-22 04:27:00,6914 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",11844,24,Dismissed,Not Liable,42.006541999999996,-87.680853,50,N RIDGE
63387855,535TX,IL,TXI,TOYT,2013-07-15 07:15:00,6920 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,42.006598,-87.680894,50,N RIDGE
63629581,4016TX,IL,TXI,FORD,2013-09-26 06:30:00,7157 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Paid,Did Not Challenge,42.011826,-87.68279799999999,49,N RIDGE
63859432,4067TX,IL,TXI,NISS,2013-11-12 07:20:00,6328 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.996346,-87.676107,40,N RIDGE
64130934,6277TX,IL,TXI,FORD,2014-01-29 06:15:00,6930 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.006691,-87.680926,50,N RIDGE
57913311,3304TX,IL,TXI,FORD,2010-01-13 06:20:00,6831 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,024,Paid,Did Not Challenge,42.005607,-87.680258,49,N RIDGE
57726568,5174TX,IL,TXI,CHRY,2009-02-03 06:20:00,6920 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,DOR Withdraw,42.006598,-87.680894,50,N RIDGE
58840570,5398TX,IL,TXI,TOYT,2010-10-01 06:34:00,7540 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Liable,42.018467,-87.684591,49,N RIDGE
58962662,4292TX,IL,TXI,FORD,2010-10-20 06:28:00,7303 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Liable,42.014112,-87.68363000000001,49,N RIDGE
58846866,6871TX,IL,TXI,FORD,2010-10-11 06:15:00,7242 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Liable,42.013037,-87.68337700000001,49,N RIDGE
58845541,702TX,IL,TXI,FORD,2010-10-28 06:18:00,6821 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",4665,24,Paid,Did Not Challenge,42.005481,-87.680215,49,N RIDGE
59452403,5480TX,IL,TXI,FORD,2011-03-31 06:28:00,6956 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.006933000000004,-87.681009,50,N RIDGE
59657754,3543TX,IL,TXI,FORD,2011-04-08 06:29:00,7040 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Dismissed,Not Liable,42.009388,-87.68210699999999,50,N RIDGE
59708377,1958TX,IL,TXI,FORD,2011-06-06 12:15:00,6908 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.006485999999995,-87.68083399999999,50,N RIDGE
60274404,3322TX,IL,TXI,FORD,2011-11-04 06:15:00,6548 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.000786,-87.678163,50,N RIDGE
61051437,1439TX,IL,TXI,FORD,2012-04-10 12:25:00,683 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.983621,-87.66006800000001,48,N RIDGE
61862012,6799TX,IL,TXI,FORD,2012-08-14 06:11:00,6904 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.006448999999996,-87.680821,50,N RIDGE
61857538,28504TX,IL,TXI,FORD,2012-08-23 12:15:00,6320 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Liable,41.996111,-87.676025,40,N RIDGE
62870343,6489TX,IL,TXI,NISS,2013-02-20 07:13:00,6908 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",8730,024,Paid,Did Not Challenge,42.006485999999995,-87.68083399999999,50,N RIDGE
63100004,30751TX,IL,TXI,OLDS,2013-05-01 07:15:00,6500 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,41.999869,-87.67779399999999,50,N RIDGE
63643487,5412TX,IL,TXI,FORD,2013-11-01 06:35:00,7001 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Define,Did Not Challenge,42.008959999999995,-87.68189,49,N RIDGE
65397811,30316TX,IL,TXI,CHEV,2014-11-23 10:45:00,7331 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17112,24,Paid,Did Not Challenge,42.014934000000004,-87.683865,49,N RIDGE
65814381,30372TX,IL,TXI,DODG,2015-03-18 08:20:00,7118 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",4059,24,Notice,Did Not Challenge,42.011415,-87.68283000000001,50,N RIDGE
65935379,348TX,IL,TXI,FORD,2015-06-03 02:56:00,7054 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",13936,24,Dismissed,Not Liable,42.009545,-87.682149,50,N RIDGE
66693683,31882TX,IL,TXI,TOYT,2016-01-22 09:30:00,6057 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",12842,24,Notice,Did Not Challenge,41.991603000000005,-87.673631,40,N RIDGE
57320492,6318TX,IL,TXI,FORD,2009-09-01 07:10:00,7200 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.012322,-87.683086,49,N RIDGE
57377090,677TX,IL,TXI,FORD,2009-09-17 07:15:00,6460 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.999095000000004,-87.677368,50,N RIDGE
58615988,422TX,IL,TXI,FORD,2010-07-30 09:15:00,6305 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,41.99569,-87.675678,40,N RIDGE
